Date,Close,High,Low,Open,Volume,Volume_rank,cut,qcut
2009-02-10,22.089181900024414,22.089181900024414,20.459963883134247,20.55468448834403,17374,0.14299540285506895,"(20, 35]","(19.362, 28.509]"
2009-02-11,19.53168296813965,22.08917732116224,19.53168296813965,22.08917732116224,14060,0.11976772320348415,"(20, 35]","(19.362, 28.509]"
2009-02-12,21.855531692504883,21.855531692504883,20.36523792699589,20.92094121779208,17087,0.14130171788047424,"(20, 35]","(19.362, 28.509]"
2009-02-13,21.015663146972656,21.855533083617306,19.00124190186353,21.855533083617306,17924,0.1446890878296637,"(20, 35]","(19.362, 28.509]"
2009-02-16,22.43649673461914,22.436496734619137,20.857795812478045,21.015665904692156,9781,0.06968303895475442,"(20, 35]","(19.362, 28.509]"
2009-02-17,20.485218048095703,22.436492079355844,20.358923927653855,22.436492079355844,12662,0.1037986934430196,"(20, 35]","(19.362, 28.509]"
2009-02-18,19.083332061767578,20.55468094523121,19.083332061767578,19.57588707334513,13810,0.11686426324703605,"(10, 20]","(19.362, 28.509]"
2009-02-19,22.240739822387695,22.240739822387695,20.169483736057572,20.32103888318613,15551,0.12968787805468182,"(20, 35]","(19.362, 28.509]"
2009-02-20,21.68503761291504,21.685037612915036,20.207373340998274,20.396816984288808,24878,0.173481732397774,"(20, 35]","(19.362, 28.509]"
2009-02-23,20.485218048095703,21.68503146354074,18.856000287117702,21.68503146354074,15467,0.12872005806919912,"(20, 35]","(19.362, 28.509]"
2009-02-24,21.72923469543457,21.72923469543457,19.992664056741614,20.081070903831943,22044,0.16380353254294702,"(20, 35]","(19.362, 28.509]"
2009-02-25,20.674665451049805,20.80727573186584,20.45996205924504,20.523109123755695,19672,0.15533510766997338,"(20, 35]","(19.362, 28.509]"
2009-02-26,20.71255874633789,20.838855320973636,20.561004783900437,20.674671460181926,23652,0.17009436244858456,"(20, 35]","(19.362, 28.509]"
2009-02-27,20.870424270629883,20.895684061780894,19.266464870587743,19.266464870587743,11089,0.08371642874425357,"(10, 20]","(15.833, 19.362]"
2009-03-02,20.163162231445312,22.329139429884474,20.04949560694545,22.329139429884474,37820,0.1911444471328333,"(20, 35]","(19.362, 28.509]"
2009-03-03,20.175796508789062,21.571367424225503,19.765333341234236,21.571367424225503,18194,0.14662472780062907,"(20, 35]","(19.362, 28.509]"
2009-03-04,20.68097686767578,20.68097686767578,18.76759139868166,18.76759139868166,25616,0.1744495523832567,"(10, 20]","(15.833, 19.362]"
2009-03-05,21.123018264770508,22.12707212121504,20.838851624473683,22.12707212121504,22365,0.1647713525284297,"(20, 35]","(19.362, 28.509]"
2009-03-06,22.745920181274414,22.745920181274418,19.64535207466759,19.64535207466759,14037,0.1192838132107428,"(10, 20]","(19.362, 28.509]"
2009-03-09,21.040924072265625,21.280887268388774,20.819906923801042,21.280887268388774,9851,0.07137672392934914,"(20, 35]","(19.362, 28.509]"
2009-03-10,21.14196014404297,22.512273646968456,20.85147978433005,22.512273646968456,7245,0.03871279941930801,"(20, 35]","(19.362, 28.509]"
2009-03-11,21.628202438354492,22.619626415808884,21.3819254821457,22.619626415808884,32167,0.1860633922090491,"(20, 35]","(19.362, 28.509]"
2009-03-12,21.50190544128418,23.137439644563766,21.43875836983038,23.137439644563766,19076,0.1531575127026373,"(20, 35]","(19.362, 28.509]"
2009-03-13,22.1018123626709,22.322829522735056,19.998982834629196,19.998982834629196,41024,0.1940479070892814,"(10, 20]","(19.362, 28.509]"
2009-03-16,22.43649673461914,22.493330064172476,22.13970259931299,22.13970259931299,38765,0.19235422211468667,"(20, 35]","(19.362, 28.509]"
2009-03-17,22.840641021728516,24.002564856197186,22.291253841788645,24.002564856197186,32108,0.18582143721267844,"(20, 35]","(19.362, 28.509]"
2009-03-18,22.79644012451172,22.929052831416204,22.689089619153208,22.73329305181923,21639,0.16259375756109365,"(20, 35]","(19.362, 28.509]"
2009-03-19,22.670146942138672,23.105867543601338,22.101813628138224,22.101813628138224,35387,0.1879990321800145,"(20, 35]","(19.362, 28.509]"
2009-03-20,22.367029190063477,24.255156188309364,22.341771810954725,24.255156188309364,36163,0.18969271715460925,"(20, 35]","(19.362, 28.509]"
2009-03-23,23.093236923217773,23.093236923217773,22.367033534625946,22.367033534625946,19379,0.15436728768449068,"(20, 35]","(19.362, 28.509]"
2009-03-24,23.61736488342285,23.68051195173164,21.482960731679693,21.482960731679693,24953,0.17372368739414468,"(20, 35]","(19.362, 28.509]"
2009-03-25,23.882585525512695,24.03414186233187,22.10181121464521,22.10181121464521,16178,0.13428502298572464,"(20, 35]","(19.362, 28.509]"
2009-03-26,24.059396743774414,25.54969053049373,23.762602662081196,25.54969053049373,36731,0.1901766271473506,"(20, 35]","(19.362, 28.509]"
2009-03-27,23.851009368896484,25.739133970364122,22.37965922781889,25.739133970364122,24824,0.17323977740140334,"(20, 35]","(19.362, 28.509]"
2009-03-30,22.916419982910156,25.518118066963254,22.183902953073613,25.518118066963254,33667,0.18654730220179047,"(20, 35]","(19.362, 28.509]"
2009-03-31,23.137439727783203,23.51632938458786,21.312461894671873,21.312461894671873,16970,0.14033389789499154,"(20, 35]","(19.362, 28.509]"
2009-04-02,24.362504959106445,24.362504959106445,22.101804901480357,22.101804901480357,18580,0.15001209774981852,"(20, 35]","(19.362, 28.509]"
2009-04-03,24.375137329101562,24.539323547417773,22.657512641871506,22.657512641871506,18259,0.1473505927897411,"(20, 35]","(19.362, 28.509]"
2009-04-06,24.495121002197266,24.836120936586152,22.67014335138784,22.73329041676083,14735,0.12412291313815631,"(20, 35]","(19.362, 28.509]"
2009-04-07,24.501434326171875,24.50143432617187,24.122547122601013,24.495120583305,8691,0.056859424147108636,"(20, 35]","(19.362, 28.509]"
2009-04-08,23.825756072998047,25.259216922413827,23.74366294350634,25.259216922413827,35566,0.18848294217275588,"(20, 35]","(19.362, 28.509]"
2009-04-09,24.804542541503906,25.49285608517342,24.135175042697185,25.49285608517342,23992,0.17106218243406726,"(20, 35]","(19.362, 28.509]"
2009-04-10,25.240266799926758,26.534800853036906,24.804543878190298,26.534800853036906,58881,0.19743527703847086,"(20, 35]","(19.362, 28.509]"
2009-04-13,25.37287712097168,25.41076680389949,23.47843633488961,23.47843633488961,24796,0.17299782240503267,"(20, 35]","(19.362, 28.509]"
2009-04-14,25.574951171875,27.147338118657103,24.975044428037457,27.147338118657103,29021,0.18074038228889427,"(20, 35]","(19.362, 28.509]"
2009-04-15,25.417076110839844,25.57494614879537,25.145539452843888,25.57494614879537,20582,0.1589644326155335,"(20, 35]","(19.362, 28.509]"
2009-04-16,26.01698875427246,27.19154249374681,25.827545146690895,27.19154249374681,35606,0.18872489716912655,"(20, 35]","(19.362, 28.509]"
2009-04-17,25.18343162536621,27.83564900769063,24.198321623672612,27.83564900769063,21658,0.16283571255746432,"(20, 35]","(19.362, 28.509]"
2009-04-20,25.366559982299805,25.574949616934862,23.42160210356893,23.42160210356893,20721,0.15969029760464554,"(20, 35]","(19.362, 28.509]"
2009-04-21,25.75176429748535,27.141021354802053,23.592102959064153,27.141021354802053,24244,0.17203000241954997,"(20, 35]","(19.362, 28.509]"
2009-04-22,25.669675827026367,27.55148688096186,25.593896454640554,27.55148688096186,11713,0.09266876360996855,"(20, 35]","(19.362, 28.509]"
2009-04-23,25.549686431884766,27.46307293500156,25.227632613525646,27.46307293500156,6195,0.028792644568110332,"(20, 35]","(19.362, 28.509]"
2009-04-24,25.574951171875,25.96646826840753,23.762603454682747,23.762603454682747,7974,0.04693926929591096,"(20, 35]","(19.362, 28.509]"
2009-04-27,24.95610237121582,25.75176650926027,23.996252002064494,23.996252002064494,11356,0.08782966368255504,"(20, 35]","(19.362, 28.509]"
2009-04-28,24.659299850463867,25.240262852279578,23.21320970098615,23.21320970098615,10837,0.08057101379143479,"(20, 35]","(19.362, 28.509]"
2009-04-29,24.880321502685547,25.259208669160614,24.67824802604473,25.259208669160614,7085,0.03629324945560126,"(20, 35]","(19.362, 28.509]"
2009-04-30,26.61689567565918,26.616895675659176,25.259212063674216,25.259212063674216,37253,0.19090249213646263,"(20, 35]","(19.362, 28.509]"
2009-05-04,28.479761123657227,28.479761123657227,25.25921249420817,25.25921249420817,23126,0.16840067747398985,"(20, 35]","(19.362, 28.509]"
2009-05-05,29.237539291381836,29.786926513273634,26.490600773016517,26.490600773016517,46744,0.1959835470602468,"(20, 35]","(19.362, 28.509]"
2009-05-06,29.30068588256836,29.408036373626004,27.191541656266434,27.191541656266434,30850,0.1843697072344544,"(20, 35]","(19.362, 28.509]"
2009-05-07,29.237539291381836,29.363835841297714,28.41661533028811,28.41661533028811,30796,0.18412775223808373,"(20, 35]","(19.362, 28.509]"
2009-05-08,28.94074058532715,31.283531700006304,28.637627949977254,31.283531700006304,13548,0.1134768932978466,"(20, 35]","(28.509, 31.29]"
2009-05-11,29.174388885498047,30.961476792661674,27.551484788220222,30.961476792661674,21608,0.16235180256472295,"(20, 35]","(28.509, 31.29]"
2009-05-12,28.16402244567871,28.79550279117739,27.134711216928427,27.134711216928427,25325,0.17396564239051537,"(20, 35]","(19.362, 28.509]"
2009-05-13,28.208221435546875,28.353464011979582,28.113500843980376,28.16401801103465,9823,0.07089281393660779,"(20, 35]","(19.362, 28.509]"
2009-05-14,27.564119338989258,30.178447706697476,26.238009105824165,30.178447706697476,14934,0.1260585531091217,"(20, 35]","(28.509, 31.29]"
2009-05-15,28.290319442749023,28.34715277109652,25.638101468043033,25.638101468043033,11728,0.0931526736027099,"(20, 35]","(19.362, 28.509]"
2009-05-18,28.45450210571289,28.606056022975853,27.97457574693265,28.290315884954254,9661,0.06774739898378901,"(20, 35]","(19.362, 28.509]"
2009-05-19,29.11124038696289,30.311053900763916,26.522172163168428,30.311053900763916,23190,0.16864263247036052,"(20, 35]","(28.509, 31.29]"
2009-05-20,29.237539291381836,29.433299064196763,27.153654648941973,27.153654648941973,14834,0.125090733123639,"(20, 35]","(19.362, 28.509]"
2009-05-21,29.016525268554688,31.283540032691505,28.795505680112353,31.283540032691505,9357,0.06484393902734091,"(20, 35]","(28.509, 31.29]"
2009-05-22,28.909170150756836,31.043574445063456,28.732356420557302,31.043574445063456,16655,0.1376723929349141,"(20, 35]","(28.509, 31.29]"
2009-05-25,28.877588272094727,30.92989885210306,28.732348120116672,30.92989885210306,12501,0.1018630534720542,"(20, 35]","(28.509, 31.29]"
2009-05-26,28.795501708984375,29.199651138396113,28.782874222386553,28.877594825307757,11136,0.08516815872247761,"(20, 35]","(28.509, 31.29]"
2009-05-27,30.31105613708496,30.809926180812,29.111242534762823,30.809926180812,29596,0.18195015727074765,"(20, 35]","(28.509, 31.29]"
2009-06-01,30.134248733520508,32.42652110020763,30.00795215801463,32.42652110020763,14068,0.12000967819985482,"(20, 35]","(31.29, 34.1]"
2009-06-02,30.216323852539062,32.2370607901514,28.025089396302867,32.2370607901514,19937,0.1563029276554561,"(20, 35]","(31.29, 34.1]"
2009-06-03,30.17844581604004,32.30022012905142,30.001629684018216,32.30022012905142,18407,0.14880232276796515,"(20, 35]","(31.29, 34.1]"
2009-06-04,29.490129470825195,30.153183281088864,28.069298845014725,28.069298845014725,34959,0.18751512218727318,"(20, 35]","(19.362, 28.509]"
2009-06-05,29.43960952758789,29.629053126901155,27.431502075273958,27.431502075273958,10613,0.0786353738204694,"(20, 35]","(19.362, 28.509]"
2009-06-08,28.86496353149414,31.668737566013245,28.808130208932102,31.668737566013245,9560,0.06653762400193564,"(20, 35]","(31.29, 34.1]"
2009-06-09,28.069299697875977,30.87938750275331,27.96194679469953,30.87938750275331,38499,0.19162835712557463,"(20, 35]","(28.509, 31.29]"
2009-06-10,28.321887969970703,28.448184500507892,26.105393374221517,26.105393374221517,10697,0.0796031938059521,"(20, 35]","(19.362, 28.509]"
2009-06-11,28.574487686157227,30.29842886412069,27.785137197589346,30.29842886412069,20275,0.15751270263730946,"(20, 35]","(28.509, 31.29]"
2009-06-12,28.201906204223633,28.599739412737986,28.056666044364135,28.580793368300075,14826,0.12460682313089766,"(20, 35]","(28.509, 31.29]"
2009-06-15,27.178913116455078,27.974577247016832,27.052616572692806,27.974577247016832,22771,0.1667069924993951,"(20, 35]","(19.362, 28.509]"
2009-06-16,27.185226440429688,27.393616095759928,26.964209298933532,27.17891269734673,11181,0.08613597870796032,"(20, 35]","(19.362, 28.509]"
2009-06-17,27.134714126586914,27.463084230526153,27.090510690374575,27.18523130701247,12815,0.10549237841761433,"(20, 35]","(19.362, 28.509]"
2009-06-18,26.99578094482422,27.34309460385362,26.77476381877987,27.13470737199838,14345,0.12146140817807888,"(20, 35]","(19.362, 28.509]"
2009-06-19,27.311525344848633,27.311525344848633,26.932638095534674,26.99578516745154,18651,0.1512218727316719,"(20, 35]","(19.362, 28.509]"
2009-06-22,27.72198486328125,27.816705458597244,27.02735511976698,27.197855082023043,12217,0.09944350350834745,"(20, 35]","(19.362, 28.509]"
2009-06-23,27.058927536010742,27.21679759726846,27.02735400554039,27.05892753601074,12060,0.09726590854101137,"(20, 35]","(19.362, 28.509]"
2009-06-24,27.835649490356445,28.902850204016886,26.983149740770397,27.027353163833464,18135,0.14565690781514637,"(20, 35]","(19.362, 28.509]"
2009-06-25,28.151395797729492,28.284006096099475,27.8482831030175,28.006153194097887,12167,0.09920154851197677,"(20, 35]","(19.362, 28.509]"
2009-06-26,28.16402244567871,28.302948892538453,28.088245478712643,28.258745461066052,6748,0.032421969513670455,"(20, 35]","(19.362, 28.509]"
2009-06-29,27.961944580078125,28.3534640678232,27.841964200295198,28.290314597748523,8156,0.05129445923058311,"(20, 35]","(19.362, 28.509]"
2009-06-30,28.075605392456055,28.34714203517648,27.835644682674886,28.34082829393191,7955,0.04645535930316961,"(20, 35]","(19.362, 28.509]"
2009-07-01,28.700782775878906,28.827079329361386,28.069302417372906,28.08824605727804,11807,0.09387853859182192,"(20, 35]","(19.362, 28.509]"
2009-07-02,28.984947204589844,29.048094272053564,28.719724221648562,28.795501184386264,9696,0.06871521896927171,"(20, 35]","(28.509, 31.29]"
2009-07-03,28.921794891357422,29.111238484072764,28.669204237372284,28.70077776800718,9034,0.06121461408178079,"(20, 35]","(28.509, 31.29]"
2009-07-06,28.85232925415039,28.984941925923046,28.643942042346122,28.92179246105374,10655,0.07936123880958142,"(20, 35]","(28.509, 31.29]"
2009-07-07,29.168079376220703,29.281746043144466,28.669211681284864,28.669211681284864,12640,0.10355673844664892,"(20, 35]","(28.509, 31.29]"
2009-07-08,28.833396911621094,28.959693481917448,28.68184054548412,28.902860145729424,11628,0.09170094362448585,"(20, 35]","(28.509, 31.29]"
2009-07-09,29.363826751708984,29.521696788008494,28.921790168289235,28.97230973617976,13022,0.10815388337769175,"(20, 35]","(28.509, 31.29]"
2009-07-10,29.540639877319336,29.603789336019158,29.281733118913923,29.439603152305164,14006,0.11879990321800145,"(20, 35]","(28.509, 31.29]"
2009-07-13,28.606056213378906,29.742720236041134,28.41661261108622,29.521703101517346,13175,0.11033147834502782,"(20, 35]","(28.509, 31.29]"
2009-07-14,29.13650131225586,29.168074846185146,28.78918762122123,28.84602094585644,4032,0.008952334865714976,"(20, 35]","(28.509, 31.29]"
2009-07-15,29.711149215698242,29.81218597272343,29.28174239611462,29.28174239611462,13117,0.10936365835954512,"(20, 35]","(28.509, 31.29]"
2009-07-16,29.9637393951416,30.235276104877162,29.812183069907725,30.058459990619966,12515,0.10234696346479555,"(20, 35]","(28.509, 31.29]"
2009-07-17,30.228961944580078,30.355258489110742,29.894278149144107,30.058461970799613,8421,0.05443987418340189,"(20, 35]","(28.509, 31.29]"
2009-07-20,30.62679672241211,30.633110465941236,30.22896343069937,30.576277138553703,12396,0.10065327849020082,"(20, 35]","(28.509, 31.29]"
2009-07-21,30.563642501831055,30.734140035203318,30.342622987512502,30.62678955797591,6910,0.03484151947737721,"(20, 35]","(28.509, 31.29]"
2009-07-22,30.614160537719727,30.91095700965439,30.532067435266466,30.753086955885884,7364,0.04016452939753206,"(20, 35]","(28.509, 31.29]"
2009-07-23,30.63311004638672,30.816239922005753,30.311056134872473,30.614166407152442,8015,0.04790708928139366,"(20, 35]","(28.509, 31.29]"
2009-07-24,30.551015853881836,30.942532943158728,30.494182533752447,30.8162364085483,8481,0.05516573917251391,"(20, 35]","(28.509, 31.29]"
2009-07-27,30.835186004638672,31.068833054779237,30.569963010530575,30.626796337203285,10494,0.07790950883135737,"(20, 35]","(28.509, 31.29]"
2009-07-28,31.384567260742188,31.435084425461582,30.835180146549792,30.835180146549792,11919,0.09533026857004596,"(20, 35]","(28.509, 31.29]"
2009-07-29,31.16354751586914,31.536120937511384,30.967790191740637,31.384567035534854,7475,0.041858214372126785,"(20, 35]","(31.29, 34.1]"
2009-07-30,30.84781837463379,31.06883797286151,30.39315409818673,31.018318381641446,8126,0.050084684248729736,"(20, 35]","(28.509, 31.29]"
2009-07-31,30.955162048339844,31.308791854452398,30.910958623689023,31.011995367020326,13193,0.11081538833776917,"(20, 35]","(28.509, 31.29]"
2009-08-03,31.06251335144043,31.10040303452623,30.689939898934533,31.00568003126475,11864,0.09484635857730463,"(20, 35]","(28.509, 31.29]"
2009-08-04,30.721515655517578,31.352995916400523,30.393145630789725,31.308792490851197,7507,0.04210016936849746,"(20, 35]","(31.29, 34.1]"
2009-08-05,30.34262466430664,30.917271579041763,30.191070757621507,30.702568203816227,7443,0.04137430437938543,"(20, 35]","(28.509, 31.29]"
2009-08-06,30.399456024169922,30.532066286207343,30.096345821410498,30.342622710595922,6615,0.030728284539075734,"(20, 35]","(28.509, 31.29]"
2009-08-07,30.399456024169922,30.399456024169922,30.399456024169922,30.399456024169922,0,0.0019356399709654004,"(20, 35]","(28.509, 31.29]"
2009-08-10,30.475231170654297,30.588897791081273,30.24790033870596,30.311047390540672,7146,0.03798693443019598,"(20, 35]","(28.509, 31.29]"
2009-08-11,30.576282501220703,30.626802093939563,30.14687800764423,30.50050552104918,7088,0.036535204451971934,"(20, 35]","(28.509, 31.29]"
2009-08-12,30.46891975402832,30.595216276240688,30.311049703489317,30.43734622570168,5628,0.02056617469150738,"(20, 35]","(28.509, 31.29]"
2009-08-13,31.169862747192383,31.207750017115586,30.563642339363465,0.0,13604000,0.3602709895959352,,"(-0.001, 12.235]"
2009-08-14,31.334049224853516,31.637159454762763,31.21406884496422,31.346679118879646,18374,0.14807645777885314,"(20, 35]","(31.29, 34.1]"
2009-08-17,30.727834701538086,31.251964564805622,30.689945012139546,31.037261142693424,22528,0.16525526252117106,"(20, 35]","(28.509, 31.29]"
2009-08-18,30.323686599731445,30.677316461814268,30.01426016929568,30.43735325508284,20933,0.16114202758286958,"(20, 35]","(28.509, 31.29]"
2009-08-19,30.22264862060547,30.538388781858924,30.22264862060547,30.45629566543927,7718,0.044761674328574884,"(20, 35]","(28.509, 31.29]"
2009-08-20,30.05846405029297,30.2289640358689,29.68589054305069,30.178446859905506,9275,0.06387611904185822,"(20, 35]","(28.509, 31.29]"
2009-08-21,29.793241500854492,30.424721816838847,29.698518489894344,30.260535585695425,7152,0.03822888942656666,"(20, 35]","(28.509, 31.29]"
2009-08-24,30.75309181213379,30.835184927550447,30.279481576040066,30.3110551099984,10230,0.07452213888216792,"(20, 35]","(28.509, 31.29]"
2009-08-25,30.51944351196289,30.740460649465835,30.468923932587284,30.727830754621934,5037,0.014275344785869828,"(20, 35]","(28.509, 31.29]"
2009-08-26,30.31105613708496,30.658369840207797,29.995315968990326,30.544703186981224,9350,0.06460198403097024,"(20, 35]","(28.509, 31.29]"
2009-08-27,30.153186798095703,30.361576470462314,30.05846378176427,30.0837235739735,7689,0.04427776433583353,"(20, 35]","(28.509, 31.29]"
2009-08-28,30.563642501831055,30.835179179284335,30.184752938244586,30.184752938244586,9252,0.06363416404548754,"(20, 35]","(28.509, 31.29]"
2009-08-31,30.59521484375,30.841491725635056,30.355251703672337,30.746768736184332,5266,0.016452939753205904,"(20, 35]","(28.509, 31.29]"
2009-09-01,31.70030403137207,31.70030403137207,30.59521376818912,30.59521376818912,16921,0.13984998790225017,"(20, 35]","(28.509, 31.29]"
2009-09-02,31.70030403137207,31.82660054323124,31.38456395617694,31.38456395617694,10369,0.07669973384950399,"(20, 35]","(31.29, 34.1]"
2009-09-03,31.858182907104492,32.07920005749368,31.47929326641496,31.605589813311468,13149,0.11008952334865715,"(20, 35]","(31.29, 34.1]"
2009-09-04,32.23707580566406,32.30022529466615,31.88976204732601,31.952909127421403,16901,0.1396080329058795,"(20, 35]","(31.29, 34.1]"
2009-09-07,32.71067810058594,32.71067810058594,32.30021736294623,32.30021736294623,13422,0.11178320832325188,"(20, 35]","(31.29, 34.1]"
2009-09-08,33.152706146240234,33.279002651435576,32.426503048046115,32.74224310658173,15584,0.12992983305105252,"(20, 35]","(31.29, 34.1]"
2009-09-09,32.8685417175293,33.184281796293085,32.836968191434046,33.089561218007326,8840,0.058311154125332686,"(20, 35]","(31.29, 34.1]"
2009-09-10,33.37373352050781,34.73141715466162,33.057993364556346,34.66827008703381,20921,0.1609000725864989,"(20, 35]","(34.1, 37.636]"
2009-09-11,33.152706146240234,33.31057617550804,33.0895590980953,33.152706146240234,7458,0.04161625937575611,"(20, 35]","(31.29, 34.1]"
2009-09-14,32.742252349853516,33.184289038373244,32.39493866919735,33.02641896453807,12817,0.10585531091217033,"(20, 35]","(31.29, 34.1]"
2009-09-15,33.12114334106445,33.215863943936,32.710680168568985,32.77382964605627,17306,0.14275344785869828,"(20, 35]","(31.29, 34.1]"
2009-09-16,33.59475326538086,33.657900333366484,33.27901310764026,33.34216017562589,16173,0.13392209049116865,"(20, 35]","(31.29, 34.1]"
2009-09-17,33.56318283081055,33.8473470718935,33.53160688499559,33.7841999980765,17803,0.14396322284055166,"(20, 35]","(31.29, 34.1]"
2009-09-18,33.65789794921875,33.72104742163743,33.43688081801851,33.43688081801851,14735,0.12412291313815631,"(20, 35]","(31.29, 34.1]"
2009-09-21,33.56318283081055,33.910496554616955,33.247442643912635,33.65790344153604,15869,0.1328332930075006,"(20, 35]","(31.29, 34.1]"
2009-09-22,33.436885833740234,33.62632946160178,33.34216281535625,33.56318238861673,8354,0.053472054197919186,"(20, 35]","(31.29, 34.1]"
2009-09-23,33.27900695800781,33.815764163416894,33.05798744308788,33.405303479546944,18248,0.14686668279699977,"(20, 35]","(31.29, 34.1]"
2009-09-24,32.836971282958984,33.27900791662614,32.58437823260465,33.21585844958463,13768,0.11565448826518268,"(20, 35]","(31.29, 34.1]"
2009-09-25,33.0579948425293,33.0579948425293,32.58438458742769,32.679107602010546,8690,0.05661746915073796,"(20, 35]","(31.29, 34.1]"
2009-09-28,32.71067810058594,32.96327117675353,32.48966096561887,32.90012170325858,3982,0.008468424872973626,"(20, 35]","(31.29, 34.1]"
2009-09-29,33.37373352050781,33.46845653085574,33.08956930727646,33.12114284109037,10097,0.07379627389305589,"(20, 35]","(31.29, 34.1]"
2009-09-30,33.65789794921875,34.005211616350294,33.43688081801851,33.43688081801851,11648,0.09194289862085651,"(20, 35]","(31.29, 34.1]"
2009-10-01,33.87891387939453,34.19465398112642,33.65789436283872,33.973634464570615,10645,0.07911928381321075,"(20, 35]","(31.29, 34.1]"
2009-10-02,33.27900695800781,33.53159759218029,33.215857492785354,33.342154014324485,10633,0.07887732881684006,"(20, 35]","(31.29, 34.1]"
2009-10-05,33.247440338134766,33.40531042063511,32.9948472425717,33.279013872853575,7122,0.03750302443745463,"(20, 35]","(31.29, 34.1]"
2009-10-06,33.84733581542969,33.87891175074357,33.2474315869564,33.2474315869564,10285,0.07524800387127994,"(20, 35]","(31.29, 34.1]"
2009-10-07,34.03678512573242,34.09993218473439,33.81576560141376,34.03678512573242,8153,0.05105250423421244,"(20, 35]","(31.29, 34.1]"
2009-10-08,33.500030517578125,34.099937303777686,33.46845698333736,34.03679023529615,7825,0.045245584321316236,"(20, 35]","(31.29, 34.1]"
2009-10-09,33.68947219848633,33.84734226953623,33.50002859500767,33.65789866605757,4714,0.013065569804016453,"(20, 35]","(31.29, 34.1]"
2009-10-12,33.84733581542969,33.97363232996825,33.468448680719646,33.78418876261323,5727,0.022259859666102104,"(20, 35]","(31.29, 34.1]"
2009-10-13,33.91049575805664,33.97364283039031,33.34216247142802,33.405311952668086,14651,0.12267118315993225,"(20, 35]","(31.29, 34.1]"
2009-10-14,34.320953369140625,34.384102844535306,33.973639685641515,34.00521321888577,14201,0.12073554318896686,"(20, 35]","(31.29, 34.1]"
2009-10-15,34.510398864746094,34.76298953578802,34.415675857539036,34.699842470254076,12918,0.1070650858940237,"(20, 35]","(34.1, 37.636]"
2009-10-16,34.510398864746094,34.60511946304702,34.384102324772066,34.510398864746094,8093,0.049600774255988384,"(20, 35]","(34.1, 37.636]"
2009-10-19,34.636688232421875,34.636688232421875,34.19465401666249,34.19465401666249,7892,0.04597144931042826,"(20, 35]","(34.1, 37.636]"
