Date,Close,High,Low,Open,Volume,Volume_rank,cut,qcut,中文
2009-01-02,20.756757736206055,20.756757736206055,20.756757736206055,20.756757736206055,0,0.0020556227327690447,"(20, 35]","(19.382, 28.544]",我
2009-01-05,23.105859756469727,23.105859756469727,19.304348804545526,22.209156653131977,26338,0.17605804111245466,"(20, 35]","(19.382, 28.544]",我
2009-01-06,23.093233108520508,23.1058630028948,21.42612559361036,23.1058630028948,24377,0.17243047158403868,"(20, 35]","(19.382, 28.544]",我
2009-01-07,20.339977264404297,22.01971454964263,20.339977264404297,21.912364068747866,16672,0.13833131801692866,"(20, 35]","(19.382, 28.544]",我
2009-01-08,19.04544448852539,21.35034839422367,19.04544448852539,21.21773570925002,31357,0.18476420798065296,"(20, 35]","(19.382, 28.544]",我
2009-01-09,20.346296310424805,20.535739921190814,20.219999766945396,20.47890659707039,18391,0.1487303506650544,"(20, 35]","(19.382, 28.544]",我
2009-01-12,21.590309143066406,21.590309143066406,19.954776383757324,19.97372002063797,13977,0.11825876662636034,"(10, 20]","(19.382, 28.544]",我
2009-01-13,20.624147415161133,21.590311546106026,19.992667087190604,21.590311546106026,11554,0.0909310761789601,"(20, 35]","(19.382, 28.544]",我
2009-01-14,21.956571578979492,21.956571578979492,20.516797183277987,20.624147684158114,13520,0.11342200725513905,"(20, 35]","(19.382, 28.544]",我
2009-01-15,19.575885772705078,21.95656636380919,19.544312245175412,21.95656636380919,29872,0.18282950423216446,"(20, 35]","(19.382, 28.544]",我
2009-01-16,18.944408416748047,19.822165621299064,18.944408416748047,19.702185235199188,14165,0.12067714631197098,"(10, 20]","(19.382, 28.544]",我
2009-01-19,21.299833297729492,21.299833297729492,19.815854138102523,19.860058777209876,8872,0.059371221281741236,"(10, 20]","(19.382, 28.544]",我
2009-01-20,20.73781394958496,20.73781394958496,19.279094737472573,19.34224180634986,27774,0.17896009673518742,"(10, 20]","(15.833, 19.382]",我
2009-01-21,19.260147094726562,19.29172062457608,18.950721925280064,19.19699883057457,29100,0.18113663845223701,"(10, 20]","(15.833, 19.382]",我
2009-02-02,20.864107131958008,20.864107131958008,19.196998525336596,19.196998525336596,7841,0.045707376058041115,"(10, 20]","(15.833, 19.382]",我
2009-02-03,19.872684478759766,19.986351124736487,19.399074256825475,19.399074256825475,16223,0.13494558645707377,"(10, 20]","(19.382, 28.544]",我
2009-02-04,20.011613845825195,20.106335663195406,18.483431257705142,18.483431257705142,16252,0.13567110036275695,"(10, 20]","(15.833, 19.382]",我
2009-02-05,19.847429275512695,21.407186643070286,19.822169481234106,21.407186643070286,14257,0.12116082224909311,"(20, 35]","(19.382, 28.544]",我
2009-02-06,20.333667755126953,20.554684914100775,20.062131011869766,20.062131011869766,22990,0.16783555018137847,"(20, 35]","(19.382, 28.544]",我
2009-02-09,21.956571578979492,21.956571578979492,18.91283655117518,18.91283655117518,28135,0.1799274486094317,"(10, 20]","(15.833, 19.382]",我
2009-02-10,22.089181900024414,22.089181900024414,20.459963883134247,20.55468448834403,17374,0.14316807738814993,"(20, 35]","(19.382, 28.544]",我
2009-02-11,19.531688690185547,22.08918379245745,19.531688690185547,22.08918379245745,14060,0.11995163240628778,"(20, 35]","(19.382, 28.544]",我
2009-02-12,21.85553550720215,21.855535507202152,20.365241481575048,20.920944869364526,17087,0.1414752116082225,"(20, 35]","(19.382, 28.544]",我
2009-02-13,21.01566505432129,21.85553506719122,19.00124362638645,21.85553506719122,17924,0.14486094316807738,"(20, 35]","(19.382, 28.544]",我
2009-02-16,22.436494827270508,22.436494827270508,20.857794039336333,21.01566411812975,9781,0.06989117291414752,"(20, 35]","(19.382, 28.544]",我
2009-02-17,20.485219955444336,22.436494168384744,20.35892582324343,22.436494168384744,12662,0.10399032648125756,"(20, 35]","(19.382, 28.544]",我
2009-02-18,19.08333396911621,20.554682999638818,19.08333396911621,19.575889029923854,13810,0.11704957678355501,"(10, 20]","(19.382, 28.544]",我
2009-02-19,22.24073600769043,22.24073600769043,20.16948027661894,20.321035397752997,15551,0.12986698911729141,"(20, 35]","(19.382, 28.544]",我
2009-02-20,21.685033798217773,21.685033798217773,20.20736978624254,20.396813396207325,24878,0.173639661426844,"(20, 35]","(19.382, 28.544]",我
2009-02-23,20.485219955444336,21.68503348260224,18.856002042772257,21.68503348260224,15467,0.12889963724304715,"(20, 35]","(19.382, 28.544]",我
2009-02-24,21.729236602783203,21.729236602783203,19.992665811657556,20.081072666508064,22044,0.16396614268440146,"(20, 35]","(19.382, 28.544]",我
2009-02-25,20.674665451049805,20.80727573186584,20.45996205924504,20.523109123755695,19672,0.15550181378476421,"(20, 35]","(19.382, 28.544]",我
2009-02-26,20.712549209594727,20.838845726079374,20.5609953169377,20.674661940883315,23652,0.17025392986698912,"(20, 35]","(19.382, 28.544]",我
2009-02-27,20.870426177978516,20.895685971438024,19.266466631350486,19.266466631350486,11089,0.08391777509068923,"(10, 20]","(15.833, 19.382]",我
2009-03-02,20.163166046142578,22.32914365436604,20.049499400137964,22.32914365436604,37820,0.1912938331318017,"(20, 35]","(19.382, 28.544]",我
2009-03-03,20.175796508789062,21.571367424225503,19.765333341234236,21.571367424225503,18194,0.1467956469165659,"(20, 35]","(19.382, 28.544]",我
2009-03-04,20.680980682373047,20.680980682373047,18.76759486044655,18.76759486044655,25616,0.17460701330108827,"(10, 20]","(15.833, 19.382]",我
2009-03-05,21.123010635375977,22.12706412916765,20.83884409771692,22.12706412916765,22365,0.1649334945586457,"(20, 35]","(19.382, 28.544]",我
2009-03-06,22.745922088623047,22.745922088623047,19.645353722019514,19.645353722019514,14037,0.11946795646916566,"(10, 20]","(19.382, 28.544]",我
2009-03-09,21.040922164916992,21.280885339287607,20.819905036487498,21.280885339287607,9851,0.07158403869407497,"(20, 35]","(19.382, 28.544]",我
2009-03-10,21.14195442199707,22.512267554048865,20.851474140902308,22.512267554048865,7245,0.03893591293833132,"(20, 35]","(19.382, 28.544]",我
2009-03-11,21.628198623657227,22.619622426248156,21.381921710885795,22.619622426248156,32167,0.18621523579201935,"(20, 35]","(19.382, 28.544]",我
2009-03-12,21.501903533935547,23.137437592133395,21.438756468083277,23.137437592133395,19076,0.15332527206771462,"(20, 35]","(19.382, 28.544]",我
2009-03-13,22.101808547973633,22.322825669890985,19.99897938287312,19.99897938287312,41024,0.19419588875453447,"(10, 20]","(19.382, 28.544]",我
2009-03-16,22.436494827270508,22.493328151992387,22.139700717195122,22.139700717195122,38765,0.192503022974607,"(20, 35]","(19.382, 28.544]",我
2009-03-17,22.84064483642578,24.002568864951513,22.29125756473079,24.002568864951513,32108,0.1859733978234583,"(20, 35]","(19.382, 28.544]",我
2009-03-18,22.79643440246582,22.929047076083705,22.68908392405294,22.733287345623634,21639,0.16275695284159614,"(20, 35]","(19.382, 28.544]",我
2009-03-19,22.67013931274414,23.105859767569715,22.10180619001017,22.10180619001017,35387,0.18814993954050785,"(20, 35]","(19.382, 28.544]",我
2009-03-20,22.367036819458008,24.25516446174409,22.341779431733965,24.25516446174409,36163,0.18984280532043532,"(20, 35]","(19.382, 28.544]",我
2009-03-23,23.093233108520508,23.093233108520508,22.36702983988787,22.36702983988787,19379,0.15453446191051995,"(20, 35]","(19.382, 28.544]",我
2009-03-24,23.61736297607422,23.68051003928322,21.48295899670646,21.48295899670646,24953,0.17388149939540506,"(20, 35]","(19.382, 28.544]",我
2009-03-25,23.882585525512695,24.03414186233187,22.10181121464521,22.10181121464521,16178,0.13446191051995163,"(20, 35]","(19.382, 28.544]",我
2009-03-26,24.05940055847168,25.549694581482022,23.762606429720773,25.549694581482022,36731,0.19032648125755744,"(20, 35]","(19.382, 28.544]",我
